TITLE,DESCRIPTION,FILE,YOUTUBE
ผลการดำเนินงานคณะอนุกรรมการแก้ไขปัญหาการค้ามนุษย์และแรงงานผิดกฎหมาย (อกคร.) ประจำปี 2559,,download/article/article_20170609115307.pdf,
ผลการดำเนินการแก้ไขปัญหาการค้ามนุษย์ด้านแรงงาน (สมุดปกขาว),,download/article/article_20170609120521.pdf,
