address,new_url,iframe,action_url
สำนักงานแรงงานจังหวัดสุพรรณบุรี ศาลากลางจังหวัดสุพรรณบุรี ชั้น 2 ถนนสุพรรณบุรี-ชัยนาท ตำบลสนามชัย อำเภอเมือง จังหวัดสุพรรณบุรี 72000,suphanburi2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d30902.801980266424!2d100.11219177616758!3d14.493284801763286!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x30e23970b20cab13%3A0x6d2f53fa18bfa65a!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZIOC4iOC4seC4lOC4q-C4suC4h-C4suC4meC4iOC4seC4h-C4q-C4p-C4seC4lOC4quC4uOC4nuC4o-C4o-C4k-C4muC4uOC4o-C4tQ!5e0!3m2!1sen!2sth!4v1545021844571"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://suphanburi2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดอ่างทอง ศาลากลางจังหวัด ชั้น2 อำเภอเมือง จังหวัดอ่างทอง 14000,angthong2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3861.1805582901834!2d100.44942006489478!3d14.588785081277065!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x30e20fe79896ba91%3A0xcff74f5b41b14851!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZ4LiI4Lix4LiU4Lir4Liy4LiH4Liy4LiZ4LiI4Lix4LiH4Lir4Lin4Lix4LiU4Lit4LmI4Liy4LiH4LiX4Lit4LiH!5e0!3m2!1sen!2sth!4v1545021949243"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://angthong2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดจันทบุรี 1212/21 ถนน่าแฉลบ ตำบลตลาด อำเภอเมือง จังหวัดจันทบุรี 22000,chanthaburi2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3893.824213829947!2d102.08967691488063!3d12.593834276462006!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x310481970fe10847%3A0x52e8d6e43ddaa227!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZ4LmB4Lij4LiH4LiH4Liy4LiZ4LiI4Lix4LiH4Lir4Lin4Lix4LiU4LiI4Lix4LiZ4LiX4Lia4Li44Lij4Li1!5e0!3m2!1sen!2sth!4v1545021973846"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://chanthaburi2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดฉะเชิงเทรา ศาลากลางจังหวัด ชั้น1 ถนนเรืองวุฒิ อำเภอเมือง จังหวัดฉะเชิงเทรา 24000,chachoengsao2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15506.818693836805!2d101.05130072885898!3d13.67571334577889!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x311d155d87146f97%3A0x7fd2079476e24a14!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZ4LmB4Lij4LiH4LiH4Liy4LiZ4LiI4Lix4LiH4Lir4Lin4Lix4LiU4LiJ4Liw4LmA4LiK4Li04LiH4LmA4LiX4Lij4Liy!5e0!3m2!1sen!2sth!4v1545022011813"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://chachoengsao2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดชลบุรี ศาลากลางจังหวัด ถนนมนตเสวี อำเภอเมือง จังหวัดชลบุรี 20000,chonburi2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d124270.91062353484!2d100.86765277351243!3d13.258796435184992!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3102b704389d0a3d%3A0xdca3ee064cbb2d29!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZIOC4quC4p-C4seC4quC4lOC4tOC4geC4suC4o-C5geC4peC4sOC4hOC4uOC5ieC4oeC4hOC4o-C4reC4h-C5geC4o-C4h-C4h-C4suC4meC4iOC4seC4h-C4q-C4p-C4seC4lOC4iuC4peC4muC4uOC4o-C4tQ!5e0!3m2!1sen!2sth!4v1545022058746"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://chonburi2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดตราด ศาลากลางจังหวัด ชั้น2 ถนนราษฎร์นิยม ตำบลบางพระ อำเภอเมือง จังหวัดตราด 23000,trat2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3899.0770736840805!2d102.51610926487845!3d12.243060583756916!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x310443d25b03fafd%3A0x5771bfd3e5acd476!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZ4LmB4Lij4LiH4LiH4Liy4LiZ4LiI4Lix4LiH4Lir4Lin4Lix4LiU4LiV4Lij4Liy4LiU!5e0!3m2!1sen!2sth!4v1545022113355"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://trat2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดนครนายก ศาลากลางจังหวัด ชั้น5 อำเภอเมือง จังหวัดนครนายก 26000,nakhonnayok2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3867.703615878215!2d101.19924401489189!3d14.212124690288436!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x311db02be697c40d%3A0x7c4bc20ec0be3253!2sNakhon+Nayok+City+Hall!5e0!3m2!1sen!2sth!4v1545022181547"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://nakhonnayok2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดปราจีนบุรี ศาลากลางจังหวัด ชั้น2 หมู่11 ตำบลไม้เค็ด อำเภอเมือง จังหวัดปราจีนบุรี 25230,prachinburi2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7738.917414053933!2d101.32243102467491!3d14.109100265674758!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x311dab58b8210279%3A0xe35676003129b7d!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZIOC5geC4o-C4h-C4h-C4suC4meC4iOC4seC4h-C4q-C4p-C4seC4lOC4m-C4o-C4suC4iOC4teC4meC4muC4uOC4o-C4tQ!5e0!3m2!1sen!2sth!4v1545022222006"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://prachinburi2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดระยอง ศูนย์ราชการจังหวัด ชั้น2 ตำบลเนินพระ อำเภอเมือง จังหวัดระยอง 21150,rayong2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3892.091127366742!2d101.18031891488134!3d12.70747497405686!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3102fbed27502387%3A0x9722351dfea4d691!2sRayong+Employment+Office!5e0!3m2!1sen!2sth!4v1545022269390"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://rayong2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดสระแก้ว ศาลากลางจังหวัด อำเภอเมือง จังหวัดสระแก้ว 27000,sakaeo2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3874.7037989554487!2d102.1363448648888!3d13.796721099967959!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x311b6334e1ff6931%3A0xf56f880f48888af4!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZIOC4quC4p-C4seC4quC4lOC4tOC4geC4suC4o-C5geC4peC4sOC4hOC4uOC5ieC4oeC4hOC4o-C4reC4h-C5geC4o-C4h-C4h-C4suC4meC4iOC4seC4h-C4q-C4p-C4seC4lOC4quC4o-C4sOC5geC4geC5ieC4pw!5e0!3m2!1sen!2sth!4v1545022300267"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://sakaeo2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดกาฬสินธุ์ ศาลากลางจังหวัด ชั้น3 อำเภอเมือง จังหวัดกาฬสินธุ์ 46000,kalasin2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d122470.55516330012!2d103.35709732412984!3d16.41441945092454!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xf1e4780f02dc7e76!2z4LiB4Lij4Lih4Liq4Lin4Lix4Liq4LiU4Li04LiB4Liy4Lij4LmB4Lil4Liw4LiE4Li44LmJ4Lih4LiE4Lij4Lit4LiH4LmB4Lij4LiH4LiH4Liy4LiZIOC4quC4meC4hy7guKrguKfguLHguKrguJTguLTguIHguLLguKM!5e0!3m2!1sen!2sth!4v1545022481211"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://kalasin2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดขอนแก่น ศาลากลางจังหวัด ชั้น3 อำเภอเมือง จังหวัดขอนแก่น 40000,khonkaen2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3826.647804444201!2d102.83432311491083!3d16.442704033688027!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x31228a38ecc8aeb5%3A0xfb137e4585da65a0!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZ4LmB4Lij4LiH4LiH4Liy4LiZ4LiI4Lix4LiH4Lir4Lin4Lix4LiU4LiC4Lit4LiZ4LmB4LiB4LmI4LiZ!5e0!3m2!1sen!2sth!4v1545022583794"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://khonkaen2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดชัยภูมิ ศาลากลางจังหวัด ชั้น3 ถนนทักษิณ ตำบลในเมือง อำเภอเมือง จังหวัดชัยภูมิ 36000,chaiyaphum2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4425.072868807734!2d102.03062507428315!3d15.808068891896554!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x311f3570ec7741b1%3A0xf8068c13100af1a2!2sChaiyaphum+City+Hall!5e0!3m2!1sen!2sth!4v1545022749727"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://chaiyaphum2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดนครพนม ศูนย์ราชการกระทรวงแรงงาน ชั้น4 35/12 ถนนกลางเมือง อำเภอเมือง จังหวัดนครพนม 48000,nakhonphanom2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3806.854109844797!2d104.76801081492034!3d17.418787606483498!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x313c0941fa5878b7%3A0x3665c232f4bb3ba8!2sNakhon+Phanom+Provincial+Ministry+of+Labour+Government+Center!5e0!3m2!1sen!2sth!4v1545022774546"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://nakhonphanom2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดนครราชสีมา 567/6-7 ถนนพิบูลละเอียด ตำบลหนองไผ่ล้อม อำเภอเมือง จังหวัดนครราชสีมา 30000,nakhonratchasima2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15418.160273324382!2d102.06900022901807!3d14.962696113389399!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x31194cc0b419db91%3A0x4059838c4db6ba99!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZ4LmB4Lij4LiH4LiH4Liy4LiZ4LiI4Lix4LiH4Lir4Lin4Lix4LiU4LiZ4LiE4Lij4Lij4Liy4LiK4Liq4Li14Lih4Liy!5e0!3m2!1sen!2sth!4v1545022799963"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://nakhonratchasima2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดบึงกาฬ สำนักงานแรงงานจังหวัดบึงกาฬ ศาลากลางจังหวัดบึงกาฬ ชั้น3 ถ.บึงกาฬ-นครพนม ต.บึงกาฬ  อ.เมืองบึงกาฬ จ.บึงกาฬ 38000,buengkan2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3786.5590576494496!2d103.64757641493021!3d18.3673901786347!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x313ad68f09bebdff%3A0xe246713ddc02630f!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZ4Liq4Lin4Lix4Liq4LiU4Li04LiB4Liy4Lij4LmB4Lil4Liw4LiE4Li44LmJ4Lih4LiE4Lij4Lit4LiH4LmB4Lij4LiH4LiH4Liy4LiZ4LiI4Lix4LiH4Lir4Lin4Lix4LiU4Lia4Li24LiH4LiB4Liy4Lis!5e0!3m2!1sen!2sth!4v1545022950479"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://buengkan2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดบุรีรัมย์ ศูนย์ราชการจังหวัดบุรีรัมย์ (ชั้น 2) ตำบลเสม็ด อำเภอเมือง จังหวัดบุรีรัมย์ 31000,buriram2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3854.0186886988613!2d103.10103001489803!3d14.99166777139215!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x311995c543525d77%3A0x4ca79b3a0e8b2a38!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZ4LmB4Lij4LiH4LiH4Liy4LiZ4LiI4Lix4LiH4Lir4Lin4Lix4LiU4Lia4Li44Lij4Li14Lij4Lix4Lih4Lii4LmM!5e0!3m2!1sen!2sth!4v1545022976122"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://buriram2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดมหาสารคาม ศูนย์ราชการกระทรวงแรงงาน ตำบลแก่งเลิงจาน อำเภอเมือง จังหวัดมหาสารคาม 44000,mahasarakham2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3832.3816027770363!2d103.26272091490794!3d16.149259741577595!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3122a0cd22aa1719%3A0xb2e0abf920367c58!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZ4LmB4Lij4LiH4LiH4Liy4LiZ4LiI4Lix4LiH4Lir4Lin4Lix4LiU4Lih4Lir4Liy4Liq4Liy4Lij4LiE4Liy4Lih!5e0!3m2!1sen!2sth!4v1545023030709"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://mahasarakham2.mol.go.th/wp-admin/post.php?post=180&action=edit
สำนักงานแรงงานจังหวัดมุกดาหาร ศาลากลางจังหวัด ชั้น2 อำเภอเมือง จังหวัดมุกดาหาร 49000,mukdahan2.mol.go.th,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15298.215117745194!2d104.71558422924248!3d16.548610086337014!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x313dc64057a73cbb%3A0x37fbd2da607f2bc8!2z4Liq4Liz4LiZ4Lix4LiB4LiH4Liy4LiZIOC5geC4o-C4h-C4h-C4suC4meC4iOC4seC4h-C4q-C4p-C4seC4lOC4oeC4uOC4geC4lOC4suC4q-C4suC4ow!5e0!3m2!1sen!2sth!4v1545023100806"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",https://mukdahan2.mol.go.th/wp-admin/post.php?post=180&action=edit
