name,link
พล.ต.อ.อดุลย์ แสงสิงแก้ว รมว.แรงงาน มอบนโยบายข้าราชการกระทรวงแรงงาน วันเสาร์ที่ 2 ธ.ค.60,https://www.youtube.com/watch?v=yADwKJyTqtg
